label,area,area_convex,centroid,solidity,volume_um,surface_area_um,sphericity,ellipsoid_r_axis_major,ellipsoid_r_axis_medium,ellipsoid_r_axis_minor,aspect_ratio_minor_per_medium,aspect_ratio_medium_per_major,aspect_ratio_minor_per_major,prolate_ratio,oblate_ratio,img_name,organoid,date,magnification,spacing_x_um,spacing_y_um,spacing_z_um,count,relative_z_position,organoid_center,distance_to_organoid_center_um,neighborhood_density,nuc_count_per_organoid
6,21146.0,22693.0,"(88.60219426841955, 101.0087959897853, 115.81429111888774)",0.9318291984312344,719.222488704,448.53665706247176,0.8654892703563106,21.274438953412403,18.215216029519087,13.16379313526627,0.7226811427288802,0.8562019458848,0.6187610006587181,0.5297843728016204,0.4471669070321077,20240305_P013T_A006a,P013T_A006a,20240305,40x,0.324,0.324,0.324,18,0.33045068310448955,"(110.98674891820265, 73.25573090571518, 80.66399523859434)",16.22216008038661,0,18
7,10208.0,11368.0,"(91.45993338557994, 45.16300940438872, 120.10266457680251)",0.8979591836734694,347.19678259200003,290.7938909511646,0.8215159010350402,17.220648190609804,14.988395348504723,9.774627812371254,0.6521463829245999,0.8703734715791767,0.5676109112838872,0.49403347936037695,0.37016540270232295,20240305_P013T_A006a,P013T_A006a,20240305,40x,0.324,0.324,0.324,18,0.3511589375766662,"(110.98674891820265, 73.25573090571518, 80.66399523859434)",16.916108465463427,0,18
8,15747.0,17022.0,"(96.7915158442878, 32.35346415190195, 78.45926208166635)",0.9250969333803314,535.590491328,375.50272497615276,0.8493622149986783,20.321955397762363,16.343002288516427,11.64227420560076,0.7123705914048192,0.8042042199500125,0.5728914357760416,0.46072171022431435,0.4081110109145347,20240305_P013T_A006a,P013T_A006a,20240305,40x,0.324,0.324,0.324,18,0.3897935930745493,"(110.98674891820265, 73.25573090571518, 80.66399523859434)",14.045917254106637,0,18
9,9481.0,10711.0,"(92.67482333087227, 57.89842843581901, 44.226241957599406)",0.8851647838670526,322.469895744,280.6596831938557,0.8102708440266956,17.717036861666195,12.45724281485475,10.551027429940026,0.8469793506279223,0.70312224962449,0.5955300263989944,0.4187304118805929,0.5044016350388497,20240305_P013T_A006a,P013T_A006a,20240305,40x,0.324,0.324,0.324,18,0.3599624879048715,"(110.98674891820265, 73.25573090571518, 80.66399523859434)",14.118681422721089,1,18
10,12570.0,14418.0,"(116.13285600636436, 111.08782816229117, 79.0980906921241)",0.8718268830628381,427.53365568,343.740572936778,0.7984239089855584,18.831389651762812,13.559891960018456,12.178801996183967,0.8981488961780335,0.7200685775597613,0.6467287981077863,0.4656890857204077,0.5808587561470545,20240305_P013T_A006a,P013T_A006a,20240305,40x,0.324,0.324,0.324,18,0.5299482319301766,"(110.98674891820265, 73.25573090571518, 80.66399523859434)",12.380879259772726,2,18
11,14457.0,15602.0,"(124.06647298886352, 97.34938092273639, 54.38016185930691)",0.9266119728239969,491.714722368,350.3335860345555,0.8599591551014111,20.68454838498514,13.982985155154392,12.272206639778977,0.8776528404777152,0.6760111410169635,0.5933030981081192,0.4010795043209691,0.5207141493188194,20240305_P013T_A006a,P013T_A006a,20240305,40x,0.324,0.324,0.324,18,0.5874382100642285,"(110.98674891820265, 73.25573090571518, 80.66399523859434)",12.305275376790009,2,18
12,19454.0,20812.0,"(127.27115246221857, 45.9537884239745, 41.91389945512491)",0.9347491831635595,661.673805696,427.221476245843,0.859528621546577,22.74547969233057,15.86636361111774,13.179911061113522,0.8306825296678698,0.697561178121367,0.5794518840399566,0.4042031388955578,0.4813405568551243,20240305_P013T_A006a,P013T_A006a,20240305,40x,0.324,0.324,0.324,18,0.6106605250885403,"(110.98674891820265, 73.25573090571518, 80.66399523859434)",16.23931112789165,0,18
13,14079.0,15094.0,"(125.01100930463811, 74.77498401875133, 37.0508558846509)",0.9327547369815821,478.858101696,336.94664333260795,0.8784712442007134,17.2894524643808,15.451846226246944,12.84227948761396,0.8311161850549418,0.8937151860696783,0.7427811559718984,0.6638347990184759,0.617337440682064,20240305_P013T_A006a,P013T_A006a,20240305,40x,0.324,0.324,0.324,18,0.594282676120566,"(110.98674891820265, 73.25573090571518, 80.66399523859434)",14.851411945859345,1,18
14,13617.0,14830.0,"(133.53726958948374, 26.489167951824925, 91.31526768010575)",0.9182063385030343,463.144454208,350.55026503838644,0.8258061954101621,19.893382934207068,17.164144209277026,9.812930691182718,0.571711037354192,0.8628067064331697,0.49327611717106135,0.42560194201850576,0.28201140064991553,20240305_P013T_A006a,P013T_A006a,20240305,40x,0.324,0.324,0.324,18,0.6560671709382879,"(110.98674891820265, 73.25573090571518, 80.66399523859434)",17.172265915406676,0,18
15,20318.0,26946.0,"(134.8953144994586, 92.24229747022345, 91.37459395609804)",0.7540265716618422,691.060367232,556.3481033578527,0.679435399402712,25.65320598407802,18.594818320963327,12.141648041096973,0.6529586808282384,0.7248535848698378,0.4732994405702288,0.34307279621421904,0.3090449783514798,20240305_P013T_A006a,P013T_A006a,20240305,40x,0.324,0.324,0.324,18,0.6659080760830334,"(110.98674891820265, 73.25573090571518, 80.66399523859434)",10.482920451011063,1,18
16,17502.0,18729.0,"(136.30625071420408, 60.02114044109245, 115.36361558679008)",0.9344866250200224,595.281944448,397.01833470836425,0.8619631531659698,20.23555086431641,17.554160726698967,12.0447531214488,0.6861480482589724,0.8674911221544339,0.5952273403482506,0.5163544334157031,0.4084140778503312,20240305_P013T_A006a,P013T_A006a,20240305,40x,0.324,0.324,0.324,18,0.6761322515522036,"(110.98674891820265, 73.25573090571518, 80.66399523859434)",14.563052900530792,0,18
17,10379.0,11333.0,"(153.37383177570092, 40.449272569611715, 57.73841410540515)",0.9158210535603989,353.01287289600003,293.5923793952386,0.8227471265719396,18.826741924769028,15.28015570100502,8.848386909802553,0.5790770122336233,0.8116197567302916,0.46999034379715743,0.38145344849823504,0.2721606040647114,20240305_P013T_A006a,P013T_A006a,20240305,40x,0.324,0.324,0.324,18,0.7998103751862387,"(110.98674891820265, 73.25573090571518, 80.66399523859434)",18.88814619817715,1,18
18,17124.0,18413.0,"(163.98983882270497, 71.55612006540528, 79.24077318383556)",0.9299951121490252,582.425323776,385.284102530099,0.8753798280886735,19.686979282725666,16.069717194363783,13.168332226489982,0.8194501538028672,0.8162611929227838,0.6688853600838871,0.5459851619506595,0.5481182111972275,20240305_P013T_A006a,P013T_A006a,20240305,40x,0.324,0.324,0.324,18,0.8767379624833694,"(110.98674891820265, 73.25573090571518, 80.66399523859434)",17.188014569159343,0,18
1,9851.0,12638.0,"(45.11805908029642, 173.55821743985382, 103.59689371637397)",0.7794746004114576,335.054418624,345.10493908037716,0.6759945315451613,18.404370928362216,14.382884218151334,10.02578642406793,0.6970636954314972,0.781492846136157,0.5447502912809481,0.4257184555666486,0.37972565112768214,20240305_P013T_B005,P013T_B005,20240305,40x,0.324,0.324,0.324,13,0.08954034584333112,"(99.50416895959444, 162.43882468691115, 96.44460286490903)",18.134292177988367,0,13
2,10107.0,11085.0,"(73.41495992876224, 151.7239536954586, 94.99624022954389)",0.9117726657645466,343.761547968,275.6102594896792,0.8610471667556203,17.54094899295065,12.663415972042648,11.072254062469586,0.8743497083973304,0.7219344846810636,0.631223206162865,0.4557018000599166,0.5519098262421289,20240305_P013T_B005,P013T_B005,20240305,40x,0.324,0.324,0.324,13,0.33995539759966587,"(99.50416895959444, 162.43882468691115, 96.44460286490903)",9.150078043045928,0,13
3,14176.0,16025.0,"(81.0596783295711, 175.56137133182844, 83.08867099322799)",0.8846177847113884,482.157287424,373.6587521274979,0.7957954569304115,21.228929793074215,15.891481532575925,10.535435784882232,0.6629612074422172,0.7485766681352164,0.496277291769995,0.3715016015443515,0.3290125925779894,20240305_P013T_B005,P013T_B005,20240305,40x,0.324,0.324,0.324,13,0.4076077728280629,"(99.50416895959444, 162.43882468691115, 96.44460286490903)",8.515601345407413,0,13
4,6585.0,7395.0,"(77.41321184510251, 171.27593014426728, 113.58663629460897)",0.8904665314401623,223.97049504,210.82252908819407,0.8459817198526848,14.908619657100303,12.538608001601517,8.779902495040693,0.7002294428471856,0.8410307788373919,0.5889145136826414,0.4952952321111557,0.4123752818006172,20240305_P013T_B005,P013T_B005,20240305,40x,0.324,0.324,0.324,13,0.3753381579212611,"(99.50416895959444, 162.43882468691115, 96.44460286490903)",9.501291736773908,0,13
5,16449.0,19205.0,"(91.00936227126269, 148.2185543194115, 73.67371876709831)",0.8564957042436866,559.467072576,429.94101944437716,0.7637037622458694,23.840539211207293,15.57890008159938,11.526062431841058,0.7398508477151589,0.6534625724520456,0.48346483817877434,0.31592617684641383,0.35769187036703826,20240305_P013T_B005,P013T_B005,20240305,40x,0.324,0.324,0.324,13,0.49565807319701494,"(99.50416895959444, 162.43882468691115, 96.44460286490903)",9.123295722403517,0,13
